"county","jurisdiction","candidate","party","office","district","votes"
"Coos","Wentworth's Loc.","Jim Squires","Republican","Governor",,
"Coos","Wentworth's Loc.","Scatter",,"Governor",,
"Coos","Whitefield","Mark Fernald","Democratic","Governor",,30
"Coos","Whitefield","Jeanne Shaheen","Democratic","Governor",,78
"Coos","Whitefield","Fred Bramante","Republican","Governor",,
"Coos","Whitefield","Jeffrey R. Howard","Republican","Governor",,
"Coos","Whitefield","Gordon J. Humphrey","Republican","Governor",,3
"Coos","Whitefield","Jim Marron","Republican","Governor",,
"Coos","Whitefield","Jim Squires","Republican","Governor",,
"Coos","Whitefield","Scatter",,"Governor",,1
"Coos",,"Mark Fernald","Democratic","Governor",,582
"Coos",,"Jeanne Shaheen","Democratic","Governor",,1448
"Coos",,"Fred Bramante","Republican","Governor",,
"Coos",,"Jeffrey R. Howard","Republican","Governor",,8
"Coos",,"Gordon J. Humphrey","Republican","Governor",,37
"Coos",,"Jim Marron","Republican","Governor",,
"Coos",,"Jim Squires","Republican","Governor",,8
"Coos",,"Scatter",,"Governor",,3
"Grafton","Alexandria","Mark Fernald","Democratic","Governor",,24
"Grafton","Alexandria","Jeanne Shaheen","Democratic","Governor",,53
"Grafton","Alexandria","Fred Bramante","Republican","Governor",,
"Grafton","Alexandria","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Alexandria","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Alexandria","Jim Marron","Republican","Governor",,
"Grafton","Alexandria","Jim Squires","Republican","Governor",,
"Grafton","Alexandria","Scatter",,"Governor",,
"Grafton","Ashland","Mark Fernald","Democratic","Governor",,38
"Grafton","Ashland","Jeanne Shaheen","Democratic","Governor",,74
"Grafton","Ashland","Fred Bramante","Republican","Governor",,
"Grafton","Ashland","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Ashland","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Ashland","Jim Marron","Republican","Governor",,
"Grafton","Ashland","Jim Squires","Republican","Governor",,
"Grafton","Ashland","Scatter",,"Governor",,
"Grafton","Bath","Mark Fernald","Democratic","Governor",,13
"Grafton","Bath","Jeanne Shaheen","Democratic","Governor",,26
"Grafton","Bath","Fred Bramante","Republican","Governor",,
"Grafton","Bath","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Bath","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Bath","Jim Marron","Republican","Governor",,
"Grafton","Bath","Jim Squires","Republican","Governor",,1
"Grafton","Bath","Scatter",,"Governor",,
"Grafton","Benton","Mark Fernald","Democratic","Governor",,3
"Grafton","Benton","Jeanne Shaheen","Democratic","Governor",,8
"Grafton","Benton","Fred Bramante","Republican","Governor",,
"Grafton","Benton","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Benton","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Benton","Jim Marron","Republican","Governor",,
"Grafton","Benton","Jim Squires","Republican","Governor",,
"Grafton","Benton","Scatter",,"Governor",,
"Grafton","Bethlehem","Mark Fernald","Democratic","Governor",,73
"Grafton","Bethlehem","Jeanne Shaheen","Democratic","Governor",,63
"Grafton","Bethlehem","Fred Bramante","Republican","Governor",,
"Grafton","Bethlehem","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Bethlehem","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Bethlehem","Jim Marron","Republican","Governor",,
"Grafton","Bethlehem","Jim Squires","Republican","Governor",,
"Grafton","Bethlehem","Scatter",,"Governor",,
"Grafton","Bridgewater","Mark Fernald","Democratic","Governor",,24
"Grafton","Bridgewater","Jeanne Shaheen","Democratic","Governor",,33
"Grafton","Bridgewater","Fred Bramante","Republican","Governor",,
"Grafton","Bridgewater","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Bridgewater","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Bridgewater","Jim Marron","Republican","Governor",,
"Grafton","Bridgewater","Jim Squires","Republican","Governor",,2
"Grafton","Bridgewater","Scatter",,"Governor",,
"Grafton","Bristol","Mark Fernald","Democratic","Governor",,26
"Grafton","Bristol","Jeanne Shaheen","Democratic","Governor",,109
"Grafton","Bristol","Fred Bramante","Republican","Governor",,
"Grafton","Bristol","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Bristol","Gordon J. Humphrey","Republican","Governor",,2
"Grafton","Bristol","Jim Marron","Republican","Governor",,
"Grafton","Bristol","Jim Squires","Republican","Governor",,1
"Grafton","Bristol","Scatter",,"Governor",,
"Grafton","Campton","Mark Fernald","Democratic","Governor",,46
"Grafton","Campton","Jeanne Shaheen","Democratic","Governor",,62
"Grafton","Campton","Fred Bramante","Republican","Governor",,
"Grafton","Campton","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Campton","Gordon J. Humphrey","Republican","Governor",,4
"Grafton","Campton","Jim Marron","Republican","Governor",,
"Grafton","Campton","Jim Squires","Republican","Governor",,
"Grafton","Campton","Scatter",,"Governor",,
"Grafton","Canaan","Mark Fernald","Democratic","Governor",,89
"Grafton","Canaan","Jeanne Shaheen","Democratic","Governor",,99
"Grafton","Canaan","Fred Bramante","Republican","Governor",,
"Grafton","Canaan","Jeffrey R. Howard","Republican","Governor",,3
"Grafton","Canaan","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Canaan","Jim Marron","Republican","Governor",,
"Grafton","Canaan","Jim Squires","Republican","Governor",,1
"Grafton","Canaan","Scatter",,"Governor",,1
"Grafton","Dorchester","Mark Fernald","Democratic","Governor",,5
"Grafton","Dorchester","Jeanne Shaheen","Democratic","Governor",,6
"Grafton","Dorchester","Fred Bramante","Republican","Governor",,
"Grafton","Dorchester","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Dorchester","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Dorchester","Jim Marron","Republican","Governor",,
"Grafton","Dorchester","Jim Squires","Republican","Governor",,
"Grafton","Dorchester","Scatter",,"Governor",,
"Grafton","Easton","Mark Fernald","Democratic","Governor",,20
"Grafton","Easton","Jeanne Shaheen","Democratic","Governor",,1
"Grafton","Easton","Fred Bramante","Republican","Governor",,
"Grafton","Easton","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Easton","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Easton","Jim Marron","Republican","Governor",,
"Grafton","Easton","Jim Squires","Republican","Governor",,
"Grafton","Easton","Scatter",,"Governor",,
"Grafton","Ellsworth","Mark Fernald","Democratic","Governor",,2
"Grafton","Ellsworth","Jeanne Shaheen","Democratic","Governor",,4
"Grafton","Ellsworth","Fred Bramante","Republican","Governor",,
"Grafton","Ellsworth","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Ellsworth","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Ellsworth","Jim Marron","Republican","Governor",,
"Grafton","Ellsworth","Jim Squires","Republican","Governor",,
"Grafton","Ellsworth","Scatter",,"Governor",,
"Grafton","Enfield","Mark Fernald","Democratic","Governor",,102
"Grafton","Enfield","Jeanne Shaheen","Democratic","Governor",,141
"Grafton","Enfield","Fred Bramante","Republican","Governor",,
"Grafton","Enfield","Jeffrey R. Howard","Republican","Governor",,2
"Grafton","Enfield","Gordon J. Humphrey","Republican","Governor",,2
"Grafton","Enfield","Jim Marron","Republican","Governor",,
"Grafton","Enfield","Jim Squires","Republican","Governor",,
"Grafton","Enfield","Scatter",,"Governor",,1
"Grafton","Franconia","Mark Fernald","Democratic","Governor",,60
"Grafton","Franconia","Jeanne Shaheen","Democratic","Governor",,33
"Grafton","Franconia","Fred Bramante","Republican","Governor",,
"Grafton","Franconia","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Franconia","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Franconia","Jim Marron","Republican","Governor",,
"Grafton","Franconia","Jim Squires","Republican","Governor",,
"Grafton","Franconia","Scatter",,"Governor",,
"Grafton","Grafton","Mark Fernald","Democratic","Governor",,38
"Grafton","Grafton","Jeanne Shaheen","Democratic","Governor",,37
"Grafton","Grafton","Fred Bramante","Republican","Governor",,
"Grafton","Grafton","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Grafton","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Grafton","Jim Marron","Republican","Governor",,
"Grafton","Grafton","Jim Squires","Republican","Governor",,
"Grafton","Grafton","Scatter",,"Governor",,1
"Grafton","Groton","Mark Fernald","Democratic","Governor",,11
"Grafton","Groton","Jeanne Shaheen","Democratic","Governor",,4
"Grafton","Groton","Fred Bramante","Republican","Governor",,
"Grafton","Groton","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Groton","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Groton","Jim Marron","Republican","Governor",,
"Grafton","Groton","Jim Squires","Republican","Governor",,
"Grafton","Groton","Scatter",,"Governor",,
"Grafton","Hanover","Mark Fernald","Democratic","Governor",,792
"Grafton","Hanover","Jeanne Shaheen","Democratic","Governor",,456
"Grafton","Hanover","Fred Bramante","Republican","Governor",,
"Grafton","Hanover","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Hanover","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Hanover","Jim Marron","Republican","Governor",,
"Grafton","Hanover","Jim Squires","Republican","Governor",,
"Grafton","Hanover","Scatter",,"Governor",,2
"Grafton","Haverhill","Mark Fernald","Democratic","Governor",,42
"Grafton","Haverhill","Jeanne Shaheen","Democratic","Governor",,76
"Grafton","Haverhill","Fred Bramante","Republican","Governor",,
"Grafton","Haverhill","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Haverhill","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Haverhill","Jim Marron","Republican","Governor",,
"Grafton","Haverhill","Jim Squires","Republican","Governor",,5
"Grafton","Haverhill","Scatter",,"Governor",,
"Grafton","Hebron","Mark Fernald","Democratic","Governor",,33
"Grafton","Hebron","Jeanne Shaheen","Democratic","Governor",,8
"Grafton","Hebron","Fred Bramante","Republican","Governor",,
"Grafton","Hebron","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Hebron","Gordon J. Humphrey","Republican","Governor",,2
"Grafton","Hebron","Jim Marron","Republican","Governor",,
"Grafton","Hebron","Jim Squires","Republican","Governor",,
"Grafton","Hebron","Scatter",,"Governor",,
"Grafton","Holderness","Mark Fernald","Democratic","Governor",,70
"Grafton","Holderness","Jeanne Shaheen","Democratic","Governor",,73
"Grafton","Holderness","Fred Bramante","Republican","Governor",,
"Grafton","Holderness","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Holderness","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Holderness","Jim Marron","Republican","Governor",,
"Grafton","Holderness","Jim Squires","Republican","Governor",,1
"Grafton","Holderness","Scatter",,"Governor",,
"Grafton","Landaff","Mark Fernald","Democratic","Governor",,6
"Grafton","Landaff","Jeanne Shaheen","Democratic","Governor",,9
"Grafton","Landaff","Fred Bramante","Republican","Governor",,
"Grafton","Landaff","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Landaff","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Landaff","Jim Marron","Republican","Governor",,
"Grafton","Landaff","Jim Squires","Republican","Governor",,
"Grafton","Landaff","Scatter",,"Governor",,
"Grafton","Lebanon Ward 1","Mark Fernald","Democratic","Governor",,168
"Grafton","Lebanon Ward 1","Jeanne Shaheen","Democratic","Governor",,170
"Grafton","Lebanon Ward 1","Fred Bramante","Republican","Governor",,
"Grafton","Lebanon Ward 1","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Lebanon Ward 1","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Lebanon Ward 1","Jim Marron","Republican","Governor",,
"Grafton","Lebanon Ward 1","Jim Squires","Republican","Governor",,
"Grafton","Lebanon Ward 1","Scatter",,"Governor",,
"Grafton","Lebanon Ward 2","Mark Fernald","Democratic","Governor",,127
"Grafton","Lebanon Ward 2","Jeanne Shaheen","Democratic","Governor",,173
"Grafton","Lebanon Ward 2","Fred Bramante","Republican","Governor",,
"Grafton","Lebanon Ward 2","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Lebanon Ward 2","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Lebanon Ward 2","Jim Marron","Republican","Governor",,
"Grafton","Lebanon Ward 2","Jim Squires","Republican","Governor",,1
"Grafton","Lebanon Ward 2","Scatter",,"Governor",,
"Grafton","Lebanon Ward 3","Mark Fernald","Democratic","Governor",,152
"Grafton","Lebanon Ward 3","Jeanne Shaheen","Democratic","Governor",,132
"Grafton","Lebanon Ward 3","Fred Bramante","Republican","Governor",,
"Grafton","Lebanon Ward 3","Jeffrey R. Howard","Republican","Governor",,2
"Grafton","Lebanon Ward 3","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Lebanon Ward 3","Jim Marron","Republican","Governor",,
"Grafton","Lebanon Ward 3","Jim Squires","Republican","Governor",,1
"Grafton","Lebanon Ward 3","Scatter",,"Governor",,5
"Grafton","Lincoln","Mark Fernald","Democratic","Governor",,37
"Grafton","Lincoln","Jeanne Shaheen","Democratic","Governor",,41
"Grafton","Lincoln","Fred Bramante","Republican","Governor",,
"Grafton","Lincoln","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Lincoln","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Lincoln","Jim Marron","Republican","Governor",,
"Grafton","Lincoln","Jim Squires","Republican","Governor",,
"Grafton","Lincoln","Scatter",,"Governor",,
"Grafton","Lisbon","Mark Fernald","Democratic","Governor",,17
"Grafton","Lisbon","Jeanne Shaheen","Democratic","Governor",,25
"Grafton","Lisbon","Fred Bramante","Republican","Governor",,
"Grafton","Lisbon","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Lisbon","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Lisbon","Jim Marron","Republican","Governor",,
"Grafton","Lisbon","Jim Squires","Republican","Governor",,2
"Grafton","Lisbon","Scatter",,"Governor",,
"Grafton","Littleton","Mark Fernald","Democratic","Governor",,120
"Grafton","Littleton","Jeanne Shaheen","Democratic","Governor",,258
"Grafton","Littleton","Fred Bramante","Republican","Governor",,
"Grafton","Littleton","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Littleton","Gordon J. Humphrey","Republican","Governor",,6
"Grafton","Littleton","Jim Marron","Republican","Governor",,
"Grafton","Littleton","Jim Squires","Republican","Governor",,2
"Grafton","Littleton","Scatter",,"Governor",,2
"Grafton","Livermore","Mark Fernald","Democratic","Governor",,0
"Grafton","Livermore","Jeanne Shaheen","Democratic","Governor",,0
"Grafton","Livermore","Fred Bramante","Republican","Governor",,
"Grafton","Livermore","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Livermore","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Livermore","Jim Marron","Republican","Governor",,
"Grafton","Livermore","Jim Squires","Republican","Governor",,
"Grafton","Livermore","Scatter",,"Governor",,
"Grafton","Lyman","Mark Fernald","Democratic","Governor",,8
"Grafton","Lyman","Jeanne Shaheen","Democratic","Governor",,19
"Grafton","Lyman","Fred Bramante","Republican","Governor",,
"Grafton","Lyman","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Lyman","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Lyman","Jim Marron","Republican","Governor",,
"Grafton","Lyman","Jim Squires","Republican","Governor",,
"Grafton","Lyman","Scatter",,"Governor",,
"Grafton","Lyme","Mark Fernald","Democratic","Governor",,188
"Grafton","Lyme","Jeanne Shaheen","Democratic","Governor",,92
"Grafton","Lyme","Fred Bramante","Republican","Governor",,
"Grafton","Lyme","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Lyme","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Lyme","Jim Marron","Republican","Governor",,
"Grafton","Lyme","Jim Squires","Republican","Governor",,
"Grafton","Lyme","Scatter",,"Governor",,
"Grafton","Monroe","Mark Fernald","Democratic","Governor",,7
"Grafton","Monroe","Jeanne Shaheen","Democratic","Governor",,9
"Grafton","Monroe","Fred Bramante","Republican","Governor",,
"Grafton","Monroe","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Monroe","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Monroe","Jim Marron","Republican","Governor",,
"Grafton","Monroe","Jim Squires","Republican","Governor",,
"Grafton","Monroe","Scatter",,"Governor",,
"Grafton","Orange","Mark Fernald","Democratic","Governor",,9
"Grafton","Orange","Jeanne Shaheen","Democratic","Governor",,16
"Grafton","Orange","Fred Bramante","Republican","Governor",,
"Grafton","Orange","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Orange","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Orange","Jim Marron","Republican","Governor",,
"Grafton","Orange","Jim Squires","Republican","Governor",,
"Grafton","Orange","Scatter",,"Governor",,
"Grafton","Orford","Mark Fernald","Democratic","Governor",,29
"Grafton","Orford","Jeanne Shaheen","Democratic","Governor",,35
"Grafton","Orford","Fred Bramante","Republican","Governor",,
"Grafton","Orford","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Orford","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Orford","Jim Marron","Republican","Governor",,
"Grafton","Orford","Jim Squires","Republican","Governor",,
"Grafton","Orford","Scatter",,"Governor",,
"Grafton","Piermont","Mark Fernald","Democratic","Governor",,27
"Grafton","Piermont","Jeanne Shaheen","Democratic","Governor",,8
"Grafton","Piermont","Fred Bramante","Republican","Governor",,
"Grafton","Piermont","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Piermont","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Piermont","Jim Marron","Republican","Governor",,
"Grafton","Piermont","Jim Squires","Republican","Governor",,
"Grafton","Piermont","Scatter",,"Governor",,
"Grafton","Plymouth","Mark Fernald","Democratic","Governor",,120
"Grafton","Plymouth","Jeanne Shaheen","Democratic","Governor",,158
"Grafton","Plymouth","Fred Bramante","Republican","Governor",,
"Grafton","Plymouth","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Plymouth","Gordon J. Humphrey","Republican","Governor",,3
"Grafton","Plymouth","Jim Marron","Republican","Governor",,
"Grafton","Plymouth","Jim Squires","Republican","Governor",,
"Grafton","Plymouth","Scatter",,"Governor",,2
"Grafton","Rumney","Mark Fernald","Democratic","Governor",,46
"Grafton","Rumney","Jeanne Shaheen","Democratic","Governor",,42
"Grafton","Rumney","Fred Bramante","Republican","Governor",,
"Grafton","Rumney","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Rumney","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Rumney","Jim Marron","Republican","Governor",,
"Grafton","Rumney","Jim Squires","Republican","Governor",,
"Grafton","Rumney","Scatter",,"Governor",,1
"Grafton","Sugar Hill","Mark Fernald","Democratic","Governor",,37
"Grafton","Sugar Hill","Jeanne Shaheen","Democratic","Governor",,17
"Grafton","Sugar Hill","Fred Bramante","Republican","Governor",,
"Grafton","Sugar Hill","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Sugar Hill","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Sugar Hill","Jim Marron","Republican","Governor",,
"Grafton","Sugar Hill","Jim Squires","Republican","Governor",,
"Grafton","Sugar Hill","Scatter",,"Governor",,
"Grafton","Thornton","Mark Fernald","Democratic","Governor",,43
"Grafton","Thornton","Jeanne Shaheen","Democratic","Governor",,62
"Grafton","Thornton","Fred Bramante","Republican","Governor",,
"Grafton","Thornton","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Thornton","Gordon J. Humphrey","Republican","Governor",,1
"Grafton","Thornton","Jim Marron","Republican","Governor",,
"Grafton","Thornton","Jim Squires","Republican","Governor",,
"Grafton","Thornton","Scatter",,"Governor",,
"Grafton","Warren","Mark Fernald","Democratic","Governor",,8
"Grafton","Warren","Jeanne Shaheen","Democratic","Governor",,30
"Grafton","Warren","Fred Bramante","Republican","Governor",,
"Grafton","Warren","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Warren","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Warren","Jim Marron","Republican","Governor",,
"Grafton","Warren","Jim Squires","Republican","Governor",,
"Grafton","Warren","Scatter",,"Governor",,
"Grafton","Waterville Valley","Mark Fernald","Democratic","Governor",,14
"Grafton","Waterville Valley","Jeanne Shaheen","Democratic","Governor",,17
"Grafton","Waterville Valley","Fred Bramante","Republican","Governor",,
"Grafton","Waterville Valley","Jeffrey R. Howard","Republican","Governor",,1
"Grafton","Waterville Valley","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Waterville Valley","Jim Marron","Republican","Governor",,
"Grafton","Waterville Valley","Jim Squires","Republican","Governor",,
"Grafton","Waterville Valley","Scatter",,"Governor",,
"Grafton","Wentworth","Mark Fernald","Democratic","Governor",,11
"Grafton","Wentworth","Jeanne Shaheen","Democratic","Governor",,14
"Grafton","Wentworth","Fred Bramante","Republican","Governor",,
"Grafton","Wentworth","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Wentworth","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Wentworth","Jim Marron","Republican","Governor",,
"Grafton","Wentworth","Jim Squires","Republican","Governor",,
"Grafton","Wentworth","Scatter",,"Governor",,
"Grafton","Woodstock","Mark Fernald","Democratic","Governor",,20
"Grafton","Woodstock","Jeanne Shaheen","Democratic","Governor",,42
"Grafton","Woodstock","Fred Bramante","Republican","Governor",,
"Grafton","Woodstock","Jeffrey R. Howard","Republican","Governor",,
"Grafton","Woodstock","Gordon J. Humphrey","Republican","Governor",,
"Grafton","Woodstock","Jim Marron","Republican","Governor",,
"Grafton","Woodstock","Jim Squires","Republican","Governor",,
"Grafton","Woodstock","Scatter",,"Governor",,
"Grafton",,"Mark Fernald","Democratic","Governor",,2705
"Grafton",,"Jeanne Shaheen","Democratic","Governor",,2735
"Grafton",,"Fred Bramante","Republican","Governor",,
"Grafton",,"Jeffrey R. Howard","Republican","Governor",,17
"Grafton",,"Gordon J. Humphrey","Republican","Governor",,29
"Grafton",,"Jim Marron","Republican","Governor",,
"Grafton",,"Jim Squires","Republican","Governor",,17
"Grafton",,"Scatter",,"Governor",,15
"Hillsborough","Amherst","Mark Fernald","Democratic","Governor",,261
"Hillsborough","Amherst","Jeanne Shaheen","Democratic","Governor",,304
"Hillsborough","Amherst","Fred Bramante","Republican","Governor",,
"Hillsborough","Amherst","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Amherst","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Amherst","Jim Marron","Republican","Governor",,
"Hillsborough","Amherst","Jim Squires","Republican","Governor",,2
"Hillsborough","Amherst","Scatter",,"Governor",,
"Hillsborough","Antrim","Mark Fernald","Democratic","Governor",,103
"Hillsborough","Antrim","Jeanne Shaheen","Democratic","Governor",,77
"Hillsborough","Antrim","Fred Bramante","Republican","Governor",,
"Hillsborough","Antrim","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Antrim","Gordon J. Humphrey","Republican","Governor",,2
"Hillsborough","Antrim","Jim Marron","Republican","Governor",,1
"Hillsborough","Antrim","Jim Squires","Republican","Governor",,
"Hillsborough","Antrim","Scatter",,"Governor",,
"Hillsborough","Bedford","Mark Fernald","Democratic","Governor",,199
"Hillsborough","Bedford","Jeanne Shaheen","Democratic","Governor",,608
"Hillsborough","Bedford","Fred Bramante","Republican","Governor",,
"Hillsborough","Bedford","Jeffrey R. Howard","Republican","Governor",,3
"Hillsborough","Bedford","Gordon J. Humphrey","Republican","Governor",,6
"Hillsborough","Bedford","Jim Marron","Republican","Governor",,
"Hillsborough","Bedford","Jim Squires","Republican","Governor",,1
"Hillsborough","Bedford","Scatter",,"Governor",,1
"Hillsborough","Bennington","Mark Fernald","Democratic","Governor",,49
"Hillsborough","Bennington","Jeanne Shaheen","Democratic","Governor",,52
"Hillsborough","Bennington","Fred Bramante","Republican","Governor",,
"Hillsborough","Bennington","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Bennington","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Bennington","Jim Marron","Republican","Governor",,
"Hillsborough","Bennington","Jim Squires","Republican","Governor",,1
"Hillsborough","Bennington","Scatter",,"Governor",,1
"Hillsborough","Brookline","Mark Fernald","Democratic","Governor",,77
"Hillsborough","Brookline","Jeanne Shaheen","Democratic","Governor",,105
"Hillsborough","Brookline","Fred Bramante","Republican","Governor",,
"Hillsborough","Brookline","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Brookline","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Brookline","Jim Marron","Republican","Governor",,
"Hillsborough","Brookline","Jim Squires","Republican","Governor",,5
"Hillsborough","Brookline","Scatter",,"Governor",,
"Hillsborough","Deering","Mark Fernald","Democratic","Governor",,34
"Hillsborough","Deering","Jeanne Shaheen","Democratic","Governor",,68
"Hillsborough","Deering","Fred Bramante","Republican","Governor",,
"Hillsborough","Deering","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Deering","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Deering","Jim Marron","Republican","Governor",,
"Hillsborough","Deering","Jim Squires","Republican","Governor",,
"Hillsborough","Deering","Scatter",,"Governor",,
"Hillsborough","Francestown","Mark Fernald","Democratic","Governor",,80
"Hillsborough","Francestown","Jeanne Shaheen","Democratic","Governor",,83
"Hillsborough","Francestown","Fred Bramante","Republican","Governor",,
"Hillsborough","Francestown","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Francestown","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Francestown","Jim Marron","Republican","Governor",,
"Hillsborough","Francestown","Jim Squires","Republican","Governor",,1
"Hillsborough","Francestown","Scatter",,"Governor",,
"Hillsborough","Goffstown","Mark Fernald","Democratic","Governor",,227
"Hillsborough","Goffstown","Jeanne Shaheen","Democratic","Governor",,708
"Hillsborough","Goffstown","Fred Bramante","Republican","Governor",,
"Hillsborough","Goffstown","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Goffstown","Gordon J. Humphrey","Republican","Governor",,6
"Hillsborough","Goffstown","Jim Marron","Republican","Governor",,
"Hillsborough","Goffstown","Jim Squires","Republican","Governor",,2
"Hillsborough","Goffstown","Scatter",,"Governor",,
"Hillsborough","Greenfield","Mark Fernald","Democratic","Governor",,62
"Hillsborough","Greenfield","Jeanne Shaheen","Democratic","Governor",,34
"Hillsborough","Greenfield","Fred Bramante","Republican","Governor",,
"Hillsborough","Greenfield","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Greenfield","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Greenfield","Jim Marron","Republican","Governor",,
"Hillsborough","Greenfield","Jim Squires","Republican","Governor",,
"Hillsborough","Greenfield","Scatter",,"Governor",,
"Hillsborough","Greenville","Mark Fernald","Democratic","Governor",,64
"Hillsborough","Greenville","Jeanne Shaheen","Democratic","Governor",,38
"Hillsborough","Greenville","Fred Bramante","Republican","Governor",,
"Hillsborough","Greenville","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Greenville","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Greenville","Jim Marron","Republican","Governor",,
"Hillsborough","Greenville","Jim Squires","Republican","Governor",,
"Hillsborough","Greenville","Scatter",,"Governor",,
"Hillsborough","Hancock","Mark Fernald","Democratic","Governor",,194
"Hillsborough","Hancock","Jeanne Shaheen","Democratic","Governor",,58
"Hillsborough","Hancock","Fred Bramante","Republican","Governor",,
"Hillsborough","Hancock","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Hancock","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Hancock","Jim Marron","Republican","Governor",,
"Hillsborough","Hancock","Jim Squires","Republican","Governor",,
"Hillsborough","Hancock","Scatter",,"Governor",,
