"county","jurisdiction","candidate","party","office","district","votes"
"Sullivan","Langdon","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Langdon","Jim Marron","Republican","Governor",,
"Sullivan","Langdon","Jim Squires","Republican","Governor",,
"Sullivan","Langdon","Scatter",,"Governor",,
"Sullivan","Lempster","Mark Fernald","Democratic","Governor",,23
"Sullivan","Lempster","Jeanne Shaheen","Democratic","Governor",,22
"Sullivan","Lempster","Fred Bramante","Republican","Governor",,
"Sullivan","Lempster","Jeffrey R. Howard","Republican","Governor",,
"Sullivan","Lempster","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Lempster","Jim Marron","Republican","Governor",,
"Sullivan","Lempster","Jim Squires","Republican","Governor",,
"Sullivan","Lempster","Scatter",,"Governor",,
"Sullivan","Newport","Mark Fernald","Democratic","Governor",,161
"Sullivan","Newport","Jeanne Shaheen","Democratic","Governor",,147
"Sullivan","Newport","Fred Bramante","Republican","Governor",,
"Sullivan","Newport","Jeffrey R. Howard","Republican","Governor",,4
"Sullivan","Newport","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Newport","Jim Marron","Republican","Governor",,
"Sullivan","Newport","Jim Squires","Republican","Governor",,1
"Sullivan","Newport","Scatter",,"Governor",,
"Sullivan","Plainfield","Mark Fernald","Democratic","Governor",,154
"Sullivan","Plainfield","Jeanne Shaheen","Democratic","Governor",,84
"Sullivan","Plainfield","Fred Bramante","Republican","Governor",,
"Sullivan","Plainfield","Jeffrey R. Howard","Republican","Governor",,1
"Sullivan","Plainfield","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Plainfield","Jim Marron","Republican","Governor",,
"Sullivan","Plainfield","Jim Squires","Republican","Governor",,
"Sullivan","Plainfield","Scatter",,"Governor",,
"Sullivan","Springfield","Mark Fernald","Democratic","Governor",,39
"Sullivan","Springfield","Jeanne Shaheen","Democratic","Governor",,39
"Sullivan","Springfield","Fred Bramante","Republican","Governor",,
"Sullivan","Springfield","Jeffrey R. Howard","Republican","Governor",,
"Sullivan","Springfield","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Springfield","Jim Marron","Republican","Governor",,
"Sullivan","Springfield","Jim Squires","Republican","Governor",,
"Sullivan","Springfield","Scatter",,"Governor",,
"Sullivan","Sunapee","Mark Fernald","Democratic","Governor",,146
"Sullivan","Sunapee","Jeanne Shaheen","Democratic","Governor",,91
"Sullivan","Sunapee","Fred Bramante","Republican","Governor",,
"Sullivan","Sunapee","Jeffrey R. Howard","Republican","Governor",,
"Sullivan","Sunapee","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Sunapee","Jim Marron","Republican","Governor",,
"Sullivan","Sunapee","Jim Squires","Republican","Governor",,
"Sullivan","Sunapee","Scatter",,"Governor",,
"Sullivan","Unity","Mark Fernald","Democratic","Governor",,40
"Sullivan","Unity","Jeanne Shaheen","Democratic","Governor",,30
"Sullivan","Unity","Fred Bramante","Republican","Governor",,
"Sullivan","Unity","Jeffrey R. Howard","Republican","Governor",,3
"Sullivan","Unity","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Unity","Jim Marron","Republican","Governor",,
"Sullivan","Unity","Jim Squires","Republican","Governor",,
"Sullivan","Unity","Scatter",,"Governor",,
"Sullivan","Washington","Mark Fernald","Democratic","Governor",,19
"Sullivan","Washington","Jeanne Shaheen","Democratic","Governor",,29
"Sullivan","Washington","Fred Bramante","Republican","Governor",,
"Sullivan","Washington","Jeffrey R. Howard","Republican","Governor",,
"Sullivan","Washington","Gordon J. Humphrey","Republican","Governor",,
"Sullivan","Washington","Jim Marron","Republican","Governor",,
"Sullivan","Washington","Jim Squires","Republican","Governor",,
"Sullivan","Washington","Scatter",,"Governor",,
"Sullivan",,"Mark Fernald","Democratic","Governor",,1521
"Sullivan",,"Jeanne Shaheen","Democratic","Governor",,1248
"Sullivan",,"Fred Bramante","Republican","Governor",,
"Sullivan",,"Jeffrey R. Howard","Republican","Governor",,45
"Sullivan",,"Gordon J. Humphrey","Republican","Governor",,17
"Sullivan",,"Jim Marron","Republican","Governor",,
"Sullivan",,"Jim Squires","Republican","Governor",,9
"Sullivan",,"Scatter",,"Governor",,1
